Actual_J1_rad,Actual_J2_rad,Actual_J3_rad,Actual_J4_rad,Solved_J1_rad,Solved_J2_rad,Solved_J3_rad,Solved_J4_rad,JointErr_J1_rad,JointErr_J2_rad,JointErr_J3_rad,JointErr_J4_rad,JointErr_J1_deg,JointErr_J2_deg,JointErr_J3_deg,JointErr_J4_deg,Target_X_m,Target_Y_m,Target_Z_m,Calc_X_m,Calc_Y_m,Calc_Z_m,PosErr_X_m,PosErr_Y_m,PosErr_Z_m,Total_Pos_Error_m,Converged
-0.76999,-0.6113,1.1107,0,-0.769984983068273,-0.611295240635796,1.11070545674868,4.46708436429014e-05,5.01693172738626e-06,4.75936420385459e-06,5.45674868179802e-06,4.46708436429014e-05,0.000287449014084511,0.000272691482046509,0.000312648669330602,0.00255945080802705,0.41661,-0.1947,0.196,0.416609999545342,-0.194699999925446,0.195999999295245,-4.54658422022192e-10,7.45541961499896e-11,-7.04755448444061e-10,8.41993379422232e-10,1
-0.76999,-0.6113,1.2988,0,-0.769979029770066,-0.611281251874239,1.29874810341701,0.000231088510451996,1.09702299339043e-05,1.87481257609701e-05,-5.1896582993427e-05,0.000231088510451996,0.000628547875500796,0.00107418847988408,-0.00297345517667377,0.0132403963428642,0.40254,-0.16954,0.15895,0.402540001363258,-0.169539997778013,0.158950003148292,1.36325783994806e-09,2.22198695554177e-09,3.14829215475321e-09,4.08747372596549e-09,1
-0.76999,-0.6113,1.3223,0,-0.769978188780456,-0.611292354815763,1.32228440971898,8.47706329773179e-05,1.18112195435227e-05,7.64518423679306e-06,-1.55902810199393e-05,8.47706329773179e-05,0.000676733030746286,0.000438036790368188,-0.000893257303865435,0.00485699949625283,0.40025,-0.16628,0.15462,0.400250001990613,-0.166280003244646,0.154619999149304,1.99061278571833e-09,-3.24464596856977e-09,-8.50695874854424e-10,3.90050640244516e-09,1
-0.76999,-0.6113,1.2929,0,-0.769981055258382,-0.611309897138014,1.29287011758021,0.000131901332780535,8.94474161805547e-06,-9.89713801402559e-06,-2.98824197932923e-05,0.000131901332780535,0.000512495943549598,-0.000567064237462155,-0.00171213653579384,0.00755738968047521,0.40309,-0.17036,0.16004,0.403090004240737,-0.170359996759135,0.160040001577855,4.24073687277371e-09,3.24086535385959e-09,1.57785512433506e-09,5.56567015365988e-09,1
-0.76999,-0.6113,0.99903,0,-0.769972183777469,-0.611286880934489,0.999010263150903,9.04186833608484e-05,1.78162225306089e-05,1.31190655111579e-05,-1.97368490970629e-05,9.04186833608484e-05,0.00102079435786978,0.000751667084944988,-0.00113083815414829,0.00518060894570637,0.4213,-0.20863,0.21972,0.421299991732534,-0.208630000424509,0.219720002689144,-8.26746637816456e-09,-4.24509316587773e-10,2.68914424061961e-09,8.70417745802605e-09,1
-0.76999,-0.6113,0.30553,0,-0.770003292905024,-0.611306294106794,0.305566989835137,9.28904646084186e-05,-1.32929050240538e-05,-6.29410679398035e-06,3.69898351368358e-05,9.28904646084186e-05,-0.00076162735534653,-0.000360625755099691,0.00211936143822541,0.00532223157907173,0.38793,-0.26783,0.37546,0.387929998056154,-0.267829997516828,0.375460005208004,-1.94384591756247e-09,2.48317244544438e-09,5.20800419456791e-09,6.08834871173419e-09,1
-0.76999,-0.6113,0.35254,0,-0.77000129322441,-0.611305746713,0.352580061049079,0.000100777882024891,-1.12932244102915e-05,-5.7467130002431e-06,4.00610490786102e-05,0.000100777882024891,-0.000647054095803819,-0.000329262400986892,0.00229532903507082,0.0057741473082936,0.39344,-0.26565,0.36531,0.393440001951964,-0.265649999652428,0.365309988689784,1.95196414587429e-09,3.47571915693123e-10,-1.13102164300827e-08,1.14826811311065e-08,1
-0.76999,-0.6113,0.41132,0,-0.769996218952809,-0.611311644385827,0.411345579276978,7.93248232930469e-05,-6.21895280872309e-06,-1.16443858271253e-05,2.5579276978327e-05,7.93248232930469e-05,-0.000356319748930862,-0.000667174162916235,0.00146558461385428,0.00454497758531263,0.39971,-0.26251,0.3524,0.39970999860555,-0.262510000733215,0.352400000514278,-1.39445044400333e-09,-7.33215377302088e-10,5.1427817560068e-10,1.65728056532154e-09,1
-0.76999,-0.6113,1.1283,0,-0.769966518394672,-0.611297565110354,1.12829241413049,0.000111639278333394,2.34816053275022e-05,2.43488964613015e-06,-7.58586950899698e-06,0.000111639278333394,0.00134539688145779,0.00013950890030336,-0.000434638306802505,0.00639645947638975,0.41562,-0.19243,0.19236,0.415619994316357,-0.192430001940933,0.192360016592529,-5.68364272313104e-09,-1.94093258132355e-09,1.65925287121116e-08,1.7646048366467e-08,1
-0.76999,-0.6113,1.1283,-0.029468,-0.769966470199175,-0.611297553277081,1.12829241821414,-0.0301220233602791,2.3529800824873e-05,2.44672291871417e-06,-7.58178586002245e-06,-0.000654023360279102,0.00134815828004867,0.000140186896880252,-0.000434404330951252,-0.0374727782469566,0.41562,-0.19243,0.19236,0.415619999775659,-0.192429997602848,0.192359997596303,-2.24340546139956e-10,2.39715158834031e-09,-2.4036966583818e-09,3.40212022768753e-09,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
-0.76999,-0.6113,1.1283,-0.42911,-0.769966471028108,-0.611297556135987,1.12829240609498,-0.438632813807505,2.35289718923948e-05,2.4438640124913e-06,-7.59390502014234e-06,-0.0095228138075048,0.00134811078571616,0.000140023093619658,-0.000435098707677365,-0.545617040258931,0.41562,-0.19243,0.19236,0.415620000007309,-0.192430000094402,0.192360000035288,7.30931981607341e-12,-9.44022082727258e-11,3.52882167931057e-11,1.01046827398875e-10,1
